Num,Pub_date,Type_actor,Political_actor,Document,Condensed_function,actor,theme,quote,year,time_bin
1332,2022-12-28,Journalist,Quote from article,FWP extends comment period on draft grizzly plan and EIS,Journalist,Journalist,Human_wildlife_conflict,The statewide plan will serve as a framework for the management of grizzly bears now and into the future. The U.S. Fish and Wildlife Service currently oversees management of grizzlies which have threatened status under the Endangered Species Act.,2022,Recent
1339,2023-05-10,Journalist,Quote from article,Briefs: Idaho threatens grizzly bear lawsuit,Journalist,Journalist,Law_detailed,The petition says court rulings often based on the way bears were originally listed have prevented that from happening.Yellowstone-area grizzly bears were delisted in 2017 but a 2020 court ruling restored federal protections based on multiple factors including how it would affect bears outside of the recovery area.,2023,Recent
1348,2021-02-24,Journalist,Quote from article,Rep. Haalands Ideological Agenda Takes Center Stage at Senate Hearing Daines Will Oppose Nomination Work to Defeat It,Journalist,Journalist,State_of_science,Daines questioned Haaland on her views on wildlife management and about her own legislation providing federal protections of the grizzly bear in perpetuity. Haaland refused to commit to science delist the grizzly bear and return management back to the state. Returning management of the grizzly bear back to the states is critical for Public safety wildlife habitat and communities in Montana.,2021,Recent
1348,2021-02-24,Journalist,Quote from article,Rep. Haalands Ideological Agenda Takes Center Stage at Senate Hearing Daines Will Oppose Nomination Work to Defeat It,Journalist,Journalist,Human_wildlife_conflict,Daines questioned Haaland on her views on wildlife management and about her own legislation providing federal protections of the grizzly bear in perpetuity. Haaland refused to commit to science delist the grizzly bear and return management back to the state. Returning management of the grizzly bear back to the states is critical for Public safety wildlife habitat and communities in Montana.,2021,Recent
1359,2019-07-30,Journalist,Quote from article,Congressional Western Caucus: Activist Judge Frivolous Litigation Lead to Yellowstone Grizzly Listing,Journalist,Journalist,Law_detailed,On June 30 2017 the USFWS published a final rule delisting grizzly bears in the GYE due to recovery. This delisting was based on the best scientific and commercial data available.Todays relisting is unwarranted and not based on science as the Yellowstone Grizzly is fully recovered. The population has grown from 150 bears in the 1970s when the bear was first listed to approximately 700 today.,2019,Recent
1359,2019-07-30,Journalist,Quote from article,Congressional Western Caucus: Activist Judge Frivolous Litigation Lead to Yellowstone Grizzly Listing,Journalist,Journalist,Recovery_goals,On June 30 2017 the USFWS published a final rule delisting grizzly bears in the GYE due to recovery. This delisting was based on the best scientific and commercial data available.Todays relisting is unwarranted and not based on science as the Yellowstone Grizzly is fully recovered. The population has grown from 150 bears in the 1970s when the bear was first listed to approximately 700 today.,2019,Recent
1362,2019-07-30,Journalist,Montana Public Radio,Congressional Western Caucus: Activist Judge Frivolous Litigation Lead to Yellowstone Grizzly Listing,Journalist,Journalist,Human_wildlife_conflict,Last September officials trapped and relocated a grizzly bear that showed up near a Dairy Queen in Cody Wyoming. Around the same time authorities killed two bears that fatally attacked a hunting guide in a wilderness area east of Grand Teton National Park. Thompson said the main conflicts are with cattle but between 2014 and 2018 there were four cases of bears killing or injuring humans in Wyoming.,2019,Recent
1366,2014-07-07,Journalist,Quote from article,The (grizzly) bear necessities,Journalist,Journalist,Recovery_goals,Today things have improved enough that the agency is considering delisting Yellowstones grizzly bears. From my examination of the best available science the criteria laid out in the recovery plan have been met. Thanks to the efforts of many agencies and organizations to improve habitat and manage human-bear coexistence the areas grizzly population has made a remarkable recovery from fewer than 150 bears to more than 700 and the bears range has expanded well beyond the Greater Yellowstone recovery area.,2014,After I
1366,2014-07-07,Journalist,Quote from article,The (grizzly) bear necessities,Journalist,Journalist,Human_wildlife_conflict,Most important we must ensure that people have the information and support needed to coexist with bears. In the end the conservation of grizzly bears within Greater Yellowstone will depend on what is happening beyond Greater Yellowstone.,2014,After I
1374,2023-05-20,Journalist,Quote from article,Conservatives for Responsible Stewardship Issues Public Comment to Interior Dept.,Journalist,Journalist,Law_detailed,On behalf of our more than 23000 members nationwide and the 50-year bipartisan legacy of the Endangered Species Act (ESA) Conservatives for Responsible Stewardship (CRS) asks that you reject the petitions by the states of Montana and Wyoming to delist grizzly bear populations in the Northern Continental Divide Ecosystem (NCDE) and in the Greater Yellowstone Ecosystem (GYE).,2023,Recent
1377,2023-10-08,Journalist,Quote from article,‘Like butter for bears’: the grizzlies who dine on 40000 moths a day,Journalist,Journalist,Recovery_goals,But grizzly advocates argue their future is not assured. In recent years the bear’s inclusion on the endangered species list has see-sawed with politicians hunters and ranchers advocating for their delisting for hunting and environmentalists saying the bears are far from fully recovered.,2023,Recent
1384,2005-09-26,Journalist,Quote from article,As Population of Yellowstone Grizzlies Grows Further Protection Is Up for Debate,Journalist,Journalist,Human_wildlife_conflict,Whether to recognize the Yellowstone bears as a recovered population is not just an abstract scientific debate. Grizzlies which occasionally prey on people are moving out of the parks mountain wilderness and federal forest refuges and into areas with growing human populations. Removing protections would allow the bears to be hunted.Since the late 1960s there have been 17 fatalities involving bears and many more attacks in Yellowstone and Glacier National Park home to the only other large population of the bears in the lower 48 states. In mid-September an elk hunter was attacked and wounded by a grizzly in the wilderness near Cody Wyo.,2005,Before
